-0.04600267	-0.007841278	0.039531097	-0.04250885	0.07219383	0.017373296	-0.051043864	-0.07742831	0.013298335	0.02374951	-0.12787509	0.052854657	-0.0348352	-0.02637496	-0.054364	0.0037294158
0.0005021747	0.0018835332	0.037328083	0.0073317406	0.08357362	0.019726932	-0.05237382	-0.082018666	-0.01660922	-0.04868398	-0.10318973	0.044456765	0.0013870809	-0.078964464	-0.08623523	0.054901045
0.0345791	-0.0245443	0.071493566	-0.035978694	0.03874919	-0.04103583	0.030360058	-0.077170566	0.042330466	-0.058192465	-0.112684414	0.059601206	0.0130140865	-0.038295615	-0.054833893	0.047433767
0.033924807	0.008422403	0.0789749	-0.0024007384	0.007522618	-0.033213735	-0.03046923	-0.13504389	-0.008027112	0.008151416	-0.12008948	-0.028973673	0.04262958	-0.07969921	0.016962757	0.025466194
0.03031776	0.0061908006	0.05502268	-0.04906016	-0.053937867	-0.00038765324	-0.025869267	-0.04857801	0.021345966	-0.0046881945	-0.08563783	-0.021847833	-0.053121068	-0.0902352	-0.0017667337	-0.0032259892
0.03283869	0.02448212	0.02482027	-0.010189311	0.061528172	-0.058693033	0.07027117	-0.046456728	-0.05577421	-0.001442809	-0.12731501	0.009419174	0.114604615	-0.047837846	-0.009112522	-0.00086069177
0.018861607	-0.004628748	0.0020998814	0.07173365	0.064894244	-0.09208891	-0.040579014	0.005416543	-0.011492952	0.021562973	-0.0906496	0.059361994	0.0060182414	-0.1024051	0.006175432	-0.0029137938
0.01821647	0.01234042	0.028439863	0.0035893754	0.13244918	-0.062600814	-0.024460226	-0.02220125	-0.062690265	-0.015797371	-0.11613021	0.00031346924	0.055025093	-0.10163076	-0.011608723	-0.03967643
-0.03985068	0.029067969	0.022085981	-0.01111617	0.08022761	-0.048649244	0.044391524	-0.06807012	0.025765516	0.04043284	-0.08018609	0.07020515	0.019319901	-0.059372112	-0.041587953	0.024420451
0.06644656	0.043352224	0.011837004	0.063593954	0.02394272	-0.01686517	-0.079913415	-0.043596037	0.0848435	-0.03526536	-0.05039179	0.04505187	0.0022689574	0.007061458	-0.033971876	0.044474296
-0.063701846	0.05914336	0.05415901	0.059564628	0.07774588	0.06695675	-0.046422232	-0.072548404	-0.037526548	-0.10104261	-0.03598569	0.028404549	0.02215569	-0.018495679	-0.025815101	0.08199928
-0.043456044	0.03767743	0.07970669	0.10138944	0.09882507	0.004014548	0.041135695	-0.03247441	-0.047448676	-0.025484202	-0.028920267	0.0142909745	-0.020436943	-0.040558893	0.015504567	-0.021921454
-0.026649369	-0.013748229	0.09321201	-0.0068957866	0.09353031	-0.006941706	0.009629556	-0.06764372	-0.05296756	-0.022374371	-0.114961	0.03356438	0.062134728	-0.020061819	0.009382086	-0.009613141
-0.03346366	0.016576884	0.036605835	0.08639698	0.035086475	0.001474101	-0.05976163	0.08997527	-0.0985118	0.010801043	0.003022486	0.036855064	0.024225503	0.021506459	-0.025718056	-0.07421195
-0.05333121	-0.018395757	-0.050010566	-0.009315695	0.07439998	-0.11329218	-0.1381937	-0.124304734	-0.023425646	-0.07590873	-0.00216122	0.0532449	-0.024715884	-0.116481155	-0.021075143	0.027655654
-0.039681047	0.023624148	-0.028641526	-0.036932096	0.07492978	0.08177902	-0.0020356716	-0.013723966	-0.052006483	-0.059996728	-0.122595616	0.07512979	-0.031264678	0.060355287	0.0030514905	0.05097911
-0.020712124	-0.07089952	0.03288253	0.037198722	0.098413974	-0.037856415	-0.06284621	0.04856795	0.0036340763	-0.033634327	-0.09432721	0.03260873	0.05211104	-0.040303413	-0.066734955	0.032759454
-0.005674789	0.0063340426	-0.00032687304	0.0010255695	0.10510167	0.068016835	0.04914653	0.047063477	-0.040680166	0.028054927	-0.025356174	0.0020648285	-0.0028778024	-0.07046207	-0.061375223	0.011852088
-0.038350426	0.017683074	-0.03569292	0.05569282	-0.034437373	0.0059996033	-0.03241171	-0.09059571	-0.08654612	-0.014766305	-0.035889618	0.0062458813	0.0527596	-0.0887229	-0.06002411	0.005998182
0.07178144	0.0502193	0.183964	0.011581668	0.1050485	0.030522851	0.03369592	-0.013679544	0.00046285405	0.011305442	-0.05909732	0.053910784	-0.040467266	-0.025723455	-0.013535277	0.13260756
-0.038673613	-0.06728487	0.07589968	0.008118203	-0.029641397	-0.012822314	0.0013646925	-0.053124867	-0.06206202	0.040612377	-0.10622793	0.029656928	0.10466388	-0.007078853	-0.07953658	-0.016665082
-0.039940204	-0.01839913	0.015938712	0.017484995	0.030615482	-0.09518139	-0.022043848	0.03699272	-0.073206134	-0.0009256814	-0.07500756	-0.037050813	0.013961884	0.0054288046	-0.05265922	-0.06639543
0.0068842554	-0.022262733	-0.06697764	0.02782264	0.018930143	0.11903696	-0.07186876	-0.11952778	0.0556465	-0.042900573	-0.021852266	0.08094875	0.10926316	-0.013340066	0.050959952	0.10256276
-0.025583442	0.12925635	0.10127688	-0.022148563	0.0050437003	0.067826904	-0.019536622	0.066764265	0.016423428	0.091486834	0.03617804	0.018089915	0.055611342	-0.08057842	-0.03568792	0.10718234
0.027256472	-0.084415965	0.16496198	-0.10283711	0.04964522	0.09725323	-0.054635707	-0.031480767	0.041802265	0.04314525	-0.13459897	0.09858738	0.0159368	-0.017287975	-0.037248716	0.0071400767
-0.058101196	-0.023870207	0.043565776	0.009498711	0.06453126	-0.121814005	0.021691063	0.047916535	-0.13111101	-0.047861345	-0.088306166	0.04453156	0.008091367	0.024334531	-0.040795572	0.02361643
-0.0044824993	-0.018214734	0.031760138	-0.05323418	-0.001690401	-0.0036435337	-0.052472625	-0.09761878	0.017251516	-0.008982971	-0.051161315	-0.021791847	0.09595937	-0.014344229	0.035685617	0.0077237687
-0.057366498	-0.036213182	0.004011319	-0.16269374	-0.019492468	0.0021585743	-0.047439158	-0.19509917	-0.15019135	-0.0013519342	-0.10820262	0.009886826	0.029558077	-0.07302443	-0.02970439	-0.031352956
0.036498893	-0.00371835	-0.08345196	0.043790907	-0.06576497	0.058348	-0.054925032	0.04709467	0.0049637924	-0.07561575	-0.1083541	0.08403785	-0.01058354	0.020368727	-0.058935367	-0.024835892
-0.030943725	0.03583534	0.05449851	0.037471846	0.06481108	-0.09246325	-0.014510465	-0.07947352	-0.041509055	-0.07012986	-0.0021602267	0.022322403	0.036225785	0.025442569	-0.03183617	-0.053674977
0.028335545	0.012689878	0.024282327	0.0012225122	0.20009759	0.02166774	0.016117943	-0.05361536	-0.007978065	0.0053297803	-0.1407931	0.0044666748	0.018189732	-0.034073915	-0.098559454	-0.024212899
-0.07435131	0.09173269	0.031617105	-0.009542837	-0.04249613	-0.082525134	-0.11189715	0.00349452	0.023750847	-0.071761735	-0.14532553	-0.015899878	0.07517227	-0.17400846	-0.08820665	0.04638995
